/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_48_575.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_48_575.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_48_575.jpg, 0, 0, 0, 7.907553E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_48_676.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_48_676.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_48_676.jpg, 0, 0, 0, 7.821304E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_48_779.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_48_779.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_48_779.jpg, 0, 0, 0, 7.828988E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_48_882.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_48_882.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_48_882.jpg, 0, 0, 0, 7.994327E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_48_984.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_48_984.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_48_984.jpg, 0, 0, 0, 8.223877E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_49_088.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_49_088.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_49_088.jpg, 0, 0, 0, 7.807593E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_49_190.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_49_190.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_49_190.jpg, 0, 0, 0, 7.915772E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_49_293.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_49_293.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_49_293.jpg, 0, 0, 0, 8.110819E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_49_399.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_49_399.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_49_399.jpg, 0, 0, 0, 7.983436E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_49_502.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_49_502.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_49_502.jpg, 0, 0, 0, 7.894122E-05
/Users/jeremy/Desktop/data/IMG/center_2021_05_24_16_31_49_603.jpg, /Users/jeremy/Desktop/data/IMG/left_2021_05_24_16_31_49_603.jpg, /Users/jeremy/Desktop/data/IMG/right_2021_05_24_16_31_49_603.jpg, 0, 0, 0, 8.155862E-05
